index,Name,Gender,Document_Type,Document_Number,Address,New_DOB,Name_clean,Address_clean,Document_Number_clean,Document_valid,Combined_Text,Record_ID,Group_ID,Name_Length,Address_Length,Name_Freq,Address_Freq,Group_Size,Name_Encoded,Address_Encoded,Fraud_Label,Fraud_Probability,Fraud_Prediction,Risk_Level,Image_File,OCR_Text,OCR_Similarity,OCR_Match,Duplicate_Image_Flag,Final_Risk_Score,Final_Risk_Level,Gender_clean,Document_type_clean,DOB,Document_format,Combined_Data,Duplicate_Group_ID,Fraud_Risk_Score,Fraud_Risk_Level
559,Aayush Luthra,Male,Aadhaar,2085 7315 3219,"H.No. 945, Ratta Path, Srinagar 788322",15-04-1994,aayush luthra,hno 945 ratta path srinagar 788322,2.08573E+11,True,aayush luthra h no 945 ratta path srinagar 788322,559,560,13,35,1,1,1,62,2335,0,0.01,0,Low,img_9.jpg,aayush luthra,1.0,Match,Yes,0.206,Low,male,aadhaar,Unknown,False,aayush luthra male Unknown aadhaar 2085 7315 3219 hno 945 ratta path srinagar 788322,-1,0.4,Medium
560,Abram Hegde,Male,Aadhaar,9678 5002 8785,"H.No. 46, Bhasin Path, Gwalior 361323",02-03-1996,abram hegde,hno 46 bhasin path gwalior 361323,9.6785E+11,True,abram hegde h no 46 bhasin path gwalior 361323,560,561,11,34,1,1,1,73,1968,0,0.08,0,Low,img_0.jpg,abram hegde,1.0,Match,Yes,0.248,Low,male,aadhaar,Unknown,False,abram hegde male Unknown aadhaar 9678 5002 8785 hno 46 bhasin path gwalior 361323,-1,0.4,Medium
561,Saira Sandhu,Other,Passport,H2064714,,25-08-1993,saira sandhu,nan,H2064714,True,saira sandhu none,561,562,12,4,1,122,1,1833,2378,0,0.06,0,Low,img_1.jpg,saira sandhu,1.0,Match,Yes,0.236,Low,other,passport,Unknown,True,saira sandhu other Unknown passport H2064714 nan,-1,0.0,Low
562,Hrishita Kata,Female,PAN,RUELK8929E,"H.No. 79, Soni Marg, Mumbai 744521",16-01-1984,hrishita kata,hno 79 soni marg mumbai 744521,RUELK8929E,True,hrishita kata h no 79 soni marg mumbai 744521,562,563,13,31,1,1,1,821,2213,0,0.01,0,Low,img_2.jpg,atak atihsirh,0.23,Mismatch,Yes,0.36,Low,female,pan,Unknown,True,hrishita kata female Unknown pan RUELK8929E hno 79 soni marg mumbai 744521,-1,0.0,Low
563,Sahil Kaur,Female,Aadhaar,1350 8800 9768,"H.No. 033, Rajagopalan Nagar, Bareilly 672685",15-04-1982,sahil kaur,hno 033 rajagopalan nagar bareilly 672685,1.35088E+11,True,sahil kaur h no 033 rajagopalan nagar bareilly 672685,563,564,10,42,1,1,1,1819,1625,0,0.02,0,Low,img_3.jpg,ruak lihas,0.1,Mismatch,Yes,0.392,Low,female,aadhaar,Unknown,False,sahil kaur female Unknown aadhaar 1350 8800 9768 hno 033 rajagopalan nagar bareilly 672685,-1,0.4,Medium
564,Sahil Mangal,Other,PAN,KAEGM4888K,"H.No. 37, Kumar, Navi Mumbai-269488",10-11-1979,sahil mangal,hno 37 kumar navi mumbai269488,KAEGM4888K,True,sahil mangal h no 37 kumar navi mumbai 269488,564,565,12,32,1,1,1,1822,1894,0,0.04,0,Low,img_4.jpg,sahil mangal,1.0,Match,Yes,0.224,Low,other,pan,Unknown,True,sahil mangal other Unknown pan KAEGM4888K hno 37 kumar navi mumbai269488,-1,0.0,Low
565,Ishaan Bava,Other,Passport,K1293626,"03, Deep Nagar, Vasai-Virar 530774",08-11-1980,ishaan bava,03 deep nagar vasaivirar 530774,K1293626,True,ishaan bava 03 deep nagar vasai virar 530774,565,566,11,32,1,1,1,901,56,0,0.2,0,Low,img_5.jpg,ishaan bava,1.0,Match,Yes,0.32,Low,other,passport,Unknown,True,ishaan bava other Unknown passport K1293626 03 deep nagar vasaivirar 530774,-1,0.0,Low
566,Fateh Rao,Other,PAN,IRQBR5826L,"H.No. 420, Wable Ganj, Bharatpur 856938",19-09-1996,fateh rao,hno 420 wable ganj bharatpur 856938,IRQBR5826L,True,fateh rao h no 420 wable ganj bharatpur 856938,566,567,9,36,1,1,1,707,1937,0,0.0,0,Low,img_6.jpg,fateh rao,1.0,Match,Yes,0.2,Low,other,pan,Unknown,True,fateh rao other Unknown pan IRQBR5826L hno 420 wable ganj bharatpur 856938,-1,0.0,Low
567,Badal Sabharwal,Male,PAN,BEQLS3738A,"25/35, Sura Path, Silchar-766019",06-12-1998,badal sabharwal,2535 sura path silchar766019,BEQLS3738A,True,badal sabharwal 25 35 sura path silchar 766019,567,568,15,30,1,1,1,378,387,0,0.02,0,Low,img_7.jpg,badal sabharwal,1.0,Match,Yes,0.212,Low,male,pan,Unknown,True,badal sabharwal male Unknown pan BEQLS3738A 2535 sura path silchar766019,-1,0.0,Low
568,Rania Ravel,Male,Aadhaar,6103 9931 9159,"76, Agrawal Street, Morbi-068890",11-08-2003,rania ravel,76 agrawal street morbi068890,6.10399E+11,True,rania ravel 76 agrawal street morbi 068890,568,569,11,30,1,1,1,1672,1200,1,0.67,1,Medium,img_8.jpg,rania ravel,1.0,Match,Yes,0.602,Medium,male,aadhaar,Unknown,False,rania ravel male Unknown aadhaar 6103 9931 9159 76 agrawal street morbi068890,-1,0.4,Medium
569,Hridaan Gopal,Other,Passport,Y6444733,"25, Bhargava Marg, Firozabad-684233",06-01-1972,hridaan gopal,25 bhargava marg firozabad684233,Y6444733,True,hridaan gopal 25 bhargava marg firozabad 684233,569,570,13,33,2,1,1,806,393,0,0.04,0,Low,img_9.jpg,hridaan gopal,1.0,Match,Yes,0.224,Low,other,passport,Unknown,True,hridaan gopal other Unknown passport Y6444733 25 bhargava marg firozabad684233,-1,0.0,Low
570,Kaira Virk,Male,Aadhaar,4474 7708 1932,"97/33, Bhatt Path, Darbhanga 730830",07-11-1972,kaira virk,9733 bhatt path darbhanga 730830,4.47477E+11,True,kaira virk 97 33 bhatt path darbhanga 730830,570,571,10,33,1,1,1,1066,1542,0,0.02,0,Low,img_0.jpg,kaira virk,1.0,Match,Yes,0.212,Low,male,aadhaar,Unknown,False,kaira virk male Unknown aadhaar 4474 7708 1932 9733 bhatt path darbhanga 730830,-1,0.4,Medium
571,Abram Bhargava,Male,,Missing,,28-09-1987,abram bhargava,nan,NONE,False,abram bhargava none,571,572,14,4,1,122,1,69,2378,0,0.05,0,Low,img_1.jpg,abram bhargava,1.0,Match,Yes,0.23,Low,male,nan,Unknown,False,abram bhargava male Unknown nan Missing nan,-1,0.4,Medium
572,Shayak Jayaraman,Other,Passport,T3887771,"H.No. 052, Dalal Road, Agartala-776268",13-03-1971,shayak jayaraman,hno 052 dalal road agartala776268,T3887771,True,shayak jayaraman h no 052 dalal road agartala 776268,572,573,16,35,1,1,1,1981,1638,0,0.02,0,Low,img_2.jpg,shayak jayaraman,1.0,Match,Yes,0.212,Low,other,passport,Unknown,True,shayak jayaraman other Unknown passport T3887771 hno 052 dalal road agartala776268,-1,0.0,Low
573,Rati Balan,Male,PAN,NGULB6458F,"H.No. 520, Ganguly Path, Latur-162644",17-04-1995,rati balan,hno 520 ganguly path latur162644,NGULB6458F,True,rati balan h no 520 ganguly path latur 162644,573,574,10,34,1,1,1,1695,2015,0,0.01,0,Low,img_3.jpg,rati balan,1.0,Match,Yes,0.206,Low,male,pan,Unknown,True,rati balan male Unknown pan NGULB6458F hno 520 ganguly path latur162644,-1,0.0,Low
574,Devansh Cherian,Female,Aadhaar,9554 4520 5398,"H.No. 265, Bhatnagar Ganj, Saharanpur 681289",05-11-1987,devansh cherian,hno 265 bhatnagar ganj saharanpur 681289,9.55445E+11,True,devansh cherian h no 265 bhatnagar ganj saharanpur 681289,574,575,15,41,1,1,1,489,1814,0,0.06,0,Low,img_4.jpg,devansh cherian,1.0,Match,Yes,0.236,Low,female,aadhaar,Unknown,False,devansh cherian female Unknown aadhaar 9554 4520 5398 hno 265 bhatnagar ganj saharanpur 681289,-1,0.4,Medium
575,Myra Khanna,Female,Passport,K6472801,,20-12-1995,myra khanna,nan,K6472801,True,myra khanna none,575,576,11,4,1,122,1,1374,2378,1,0.62,1,Medium,img_5.jpg,myra khanna,1.0,Match,Yes,0.572,Medium,female,passport,Unknown,True,myra khanna female Unknown passport K6472801 nan,-1,0.0,Low
576,Drishya Hari,Male,Aadhaar,3615 3216 7428,"035, Singhal Marg, Munger 641595",19-03-2001,drishya hari,035 singhal marg munger 641595,3.61532E+11,True,drishya hari 035 singhal marg munger 641595,576,577,12,30,1,1,1,601,59,0,0.06,0,Low,img_6.jpg,irah ayhsird,0.08,Mismatch,Yes,0.42,Medium,male,aadhaar,Unknown,False,drishya hari male Unknown aadhaar 3615 3216 7428 035 singhal marg munger 641595,-1,0.4,Medium
577,Veer Sami,Other,,Missing,"H.No. 322, Magar Zila, Karnal-086996",03-05-2003,veer sami,hno 322 magar zila karnal086996,NONE,False,veer sami h no 322 magar zila karnal 086996,577,578,9,33,1,1,1,2206,1848,1,0.6,1,Medium,img_7.jpg,veer sami,1.0,Match,Yes,0.56,Medium,other,nan,Unknown,False,veer sami other Unknown nan Missing hno 322 magar zila karnal086996,-1,0.4,Medium
578,Saksham Ramachandran,Male,,Missing,"H.No. 15, Rout Chowk, Kanpur-648658",10-02-1993,saksham ramachandran,hno 15 rout chowk kanpur648658,NONE,False,saksham ramachandran h no 15 rout chowk kanpur 648658,578,579,20,32,1,1,1,1848,1724,0,0.01,0,Low,img_8.jpg,saksham ramachandran,1.0,Match,Yes,0.206,Low,male,nan,Unknown,False,saksham ramachandran male Unknown nan Missing hno 15 rout chowk kanpur648658,-1,0.4,Medium
579,Suhana Manda,Female,PAN,FYPBM7743T,"H.No. 675, Rattan Marg, Anantapur 634130",08-02-1982,suhana manda,hno 675 rattan marg anantapur 634130,FYPBM7743T,True,suhana manda h no 675 rattan marg anantapur 634130,579,580,12,37,1,1,1,2035,2128,0,0.07,0,Low,img_9.jpg,suhana manda,1.0,Match,Yes,0.242,Low,female,pan,Unknown,True,suhana manda female Unknown pan FYPBM7743T hno 675 rattan marg anantapur 634130,-1,0.0,Low
580,Shayak Kara,Female,Aadhaar,3838 7283 1929,"859, Chokshi Ganj, Thoothukudi-386652",03-09-1970,shayak kara,859 chokshi ganj thoothukudi386652,3.83873E+11,True,shayak kara 859 chokshi ganj thoothukudi 386652,580,581,11,35,1,1,1,1982,1364,0,0.04,0,Low,img_0.jpg,shayak kara,1.0,Match,Yes,0.224,Low,female,aadhaar,Unknown,False,shayak kara female Unknown aadhaar 3838 7283 1929 859 chokshi ganj thoothukudi386652,-1,0.4,Medium
581,Kiaan Karan,Female,,Missing,"39, Samra Circle, Mehsana-971112",10-07-1990,kiaan karan,39 samra circle mehsana971112,NONE,False,kiaan karan 39 samra circle mehsana 971112,581,582,11,30,1,1,1,1129,607,1,0.23,0,Low,img_1.jpg,kiaan karan,1.0,Match,Yes,0.338,Low,female,nan,Unknown,False,kiaan karan female Unknown nan Missing 39 samra circle mehsana971112,-1,0.4,Medium
582,Anvi Raj,Male,PAN,DANHR7819H,"25, Bakshi Path, Tenali 085153",08-02-1993,anvi raj,25 bakshi path tenali 085153,DANHR7819H,True,anvi raj 25 bakshi path tenali 085153,582,583,8,28,1,1,1,273,391,0,0.22,0,Low,img_2.jpg,anvi raj,1.0,Match,Yes,0.332,Low,male,pan,Unknown,True,anvi raj male Unknown pan DANHR7819H 25 bakshi path tenali 085153,-1,0.0,Low
583,Stuvan Bumb,Male,Aadhaar,8569 5619 3502,"26/41, Shroff Marg, Sagar 183085",18-01-2005,stuvan bumb,2641 shroff marg sagar 183085,8.56956E+11,True,stuvan bumb 26 41 shroff marg sagar 183085,583,584,11,30,1,1,1,2018,405,0,0.02,0,Low,img_3.jpg,stuvan bumb,1.0,Match,Yes,0.212,Low,male,aadhaar,Unknown,False,stuvan bumb male Unknown aadhaar 8569 5619 3502 2641 shroff marg sagar 183085,-1,0.4,Medium
584,Neysa Sastry,Other,PAN,WKHCS1875U,"H.No. 966, Aggarwal Street, Khora  836697",12-07-1992,neysa sastry,hno 966 aggarwal street khora  836697,WKHCS1875U,True,neysa sastry h no 966 aggarwal street khora 836697,584,585,12,37,1,1,1,1443,2346,0,0.0,0,Low,img_4.jpg,neysa sastry,1.0,Match,Yes,0.2,Low,other,pan,Unknown,True,neysa sastry other Unknown pan WKHCS1875U hno 966 aggarwal street khora  836697,-1,0.0,Low
585,Aradhya Khatri,Other,PAN,PLILK8759D,"09/657, Chopra, Rajpur Sonarpur 921842",31-07-1983,aradhya khatri,09657 chopra rajpur sonarpur 921842,PLILK8759D,True,aradhya khatri 09 657 chopra rajpur sonarpur 921842,585,586,14,36,1,1,1,300,131,0,0.0,0,Low,img_5.jpg,aradhya khatri,1.0,Match,Yes,0.2,Low,other,pan,Unknown,True,aradhya khatri other Unknown pan PLILK8759D 09657 chopra rajpur sonarpur 921842,-1,0.0,Low
586,Anay Bassi,Male,Aadhaar,2130 9172 1106,"93/062, Soman Path, Meerut 312466",02-04-1980,anay bassi,93062 soman path meerut 312466,2.13092E+11,True,anay bassi 93 062 soman path meerut 312466,586,587,10,31,1,1,1,219,1476,0,0.05,0,Low,img_6.jpg,issab yana,0.3,Mismatch,Yes,0.37,Low,male,aadhaar,Unknown,False,anay bassi male Unknown aadhaar 2130 9172 1106 93062 soman path meerut 312466,-1,0.4,Medium
587,Shayak Soni,Male,PAN,SAXBS3641O,"H.No. 358, Trivedi Circle, Bardhaman-515737",15-04-1973,shayak soni,hno 358 trivedi circle bardhaman515737,SAXBS3641O,True,shayak soni h no 358 trivedi circle bardhaman 515737,587,588,11,40,1,1,1,1988,1884,0,0.02,0,Low,img_7.jpg,inos kayahs,0.45,Mismatch,Yes,0.322,Low,male,pan,Unknown,True,shayak soni male Unknown pan SAXBS3641O hno 358 trivedi circle bardhaman515737,-1,0.0,Low
588,Raunak Rana,Male,PAN,HBUHR1033Q,"22, Krish Circle, Muzaffarpur 190189",10-04-1990,raunak rana,22 krish circle muzaffarpur 190189,HBUHR1033Q,True,raunak rana 22 krish circle muzaffarpur 190189,588,589,11,34,1,1,1,1716,337,0,0.05,0,Low,img_8.jpg,anar kanuar,0.27,Mismatch,Yes,0.376,Low,male,pan,Unknown,True,raunak rana male Unknown pan HBUHR1033Q 22 krish circle muzaffarpur 190189,-1,0.0,Low
589,Sumer Chana,Other,Passport,L7141216,"10/71, Khare Chowk, Ujjain-157500",07-02-1978,sumer chana,1071 khare chowk ujjain157500,L7141216,True,sumer chana 10 71 khare chowk ujjain 157500,589,590,11,31,1,1,1,2039,146,0,0.0,0,Low,img_9.jpg,anahc remus,0.27,Mismatch,Yes,0.346,Low,other,passport,Unknown,True,sumer chana other Unknown passport L7141216 1071 khare chowk ujjain157500,-1,0.0,Low
590,Tanya Chatterjee,Male,PAN,UVDPC2148U,"57/875, Amble Nagar, Junagadh 892384",10-05-1976,tanya chatterjee,57875 amble nagar junagadh 892384,UVDPC2148U,True,tanya chatterjee 57 875 amble nagar junagadh 892384,590,591,16,34,1,1,1,2055,873,0,0.02,0,Low,img_0.jpg,eejrettahc aynat,0.31,Mismatch,Yes,0.35,Low,male,pan,Unknown,True,tanya chatterjee male Unknown pan UVDPC2148U 57875 amble nagar junagadh 892384,-1,0.0,Low
591,Zoya Brahmbhatt,Other,PAN,ZAOHB9204D,"61/910, Sharma, Madanapalle-038103",08-06-1986,zoya brahmbhatt,61910 sharma madanapalle038103,ZAOHB9204D,True,zoya brahmbhatt 61 910 sharma madanapalle 038103,591,592,15,32,1,1,1,2344,939,0,0.07,0,Low,img_1.jpg,zoya brahmbhatt,1.0,Match,Yes,0.242,Low,other,pan,Unknown,True,zoya brahmbhatt other Unknown pan ZAOHB9204D 61910 sharma madanapalle038103,-1,0.0,Low
592,,Other,Passport,G8047637,"H.No. 574, Wadhwa Nagar, Arrah-859235",18-04-1977,nan,hno 574 wadhwa nagar arrah859235,G8047637,True,none h no 574 wadhwa nagar arrah 859235,592,593,4,34,118,1,1,1495,2060,0,0.0,0,Low,img_2.jpg,enon,0.75,Mismatch,Yes,0.25,Low,other,passport,Unknown,True,nan other Unknown passport G8047637 hno 574 wadhwa nagar arrah859235,-1,0.0,Low
593,Zaina Karan,Other,Passport,T7071338,"31, Sengupta Path, Satara-354648",18-08-1984,zaina karan,31 sengupta path satara354648,T7071338,True,zaina karan 31 sengupta path satara 354648,593,594,11,30,1,1,1,2312,501,0,0.05,0,Low,img_3.jpg,zaina karan,1.0,Match,Yes,0.23,Low,other,passport,Unknown,True,zaina karan other Unknown passport T7071338 31 sengupta path satara354648,-1,0.0,Low
594,Eva Dutta,Other,,Missing,"78, Kadakia Road, Orai 095553",20-08-1975,eva dutta,78 kadakia road orai 095553,NONE,False,eva dutta 78 kadakia road orai 095553,594,595,9,27,1,1,1,669,1234,0,0.02,0,Low,img_4.jpg,eva dutta,1.0,Match,Yes,0.212,Low,other,nan,Unknown,False,eva dutta other Unknown nan Missing 78 kadakia road orai 095553,-1,0.4,Medium
595,Anaya Tak,Female,Aadhaar,4943 4494 9677,"03/92, Basu Circle, Nagercoil 083925",12-01-1976,anaya tak,0392 basu circle nagercoil 083925,4.94345E+11,True,anaya tak 03 92 basu circle nagercoil 083925,595,596,9,34,1,1,1,246,54,0,0.07,0,Low,img_5.jpg,anaya tak,1.0,Match,Yes,0.242,Low,female,aadhaar,Unknown,False,anaya tak female Unknown aadhaar 4943 4494 9677 0392 basu circle nagercoil 083925,-1,0.4,Medium
596,Prisha Salvi,Female,PAN,DAUTS6807W,"17, Viswanathan Zila, Vasai-Virar 295696",27-10-1983,prisha salvi,17 viswanathan zila vasaivirar 295696,DAUTS6807W,True,prisha salvi 17 viswanathan zila vasai virar 295696,596,597,12,38,1,1,1,1610,250,0,0.09,0,Low,img_6.jpg,prisha salvi,1.0,Match,Yes,0.254,Low,female,pan,Unknown,True,prisha salvi female Unknown pan DAUTS6807W 17 viswanathan zila vasaivirar 295696,-1,0.0,Low
597,Baiju Kohli,Male,Aadhaar,3830 7936 1678,,06-04-2003,baiju kohli,nan,3.83079E+11,True,baiju kohli none,597,598,11,4,1,122,1,390,2378,0,0.0,0,Low,img_7.jpg,ilhok ujiab,0.09,Mismatch,Yes,0.382,Low,male,aadhaar,Unknown,False,baiju kohli male Unknown aadhaar 3830 7936 1678 nan,-1,0.4,Medium
598,Suhana Sahota,Male,Passport,O7312326,"815, Chakraborty Marg, Ujjain-485430",20-10-1986,suhana sahota,815 chakraborty marg ujjain485430,O7312326,True,suhana sahota 815 chakraborty marg ujjain 485430,598,599,13,34,1,1,1,2036,1300,0,0.02,0,Low,img_8.jpg,atohas anahus,0.38,Mismatch,Yes,0.336,Low,male,passport,Unknown,True,suhana sahota male Unknown passport O7312326 815 chakraborty marg ujjain485430,-1,0.0,Low
599,Vaibhav Date,Male,PAN,OMYLD0898H,"768, Acharya, Rohtak-828918",29-06-1985,vaibhav date,768 acharya rohtak828918,OMYLD0898H,True,vaibhav date 768 acharya rohtak 828918,599,600,12,25,1,1,1,2160,1213,0,0.07,0,Low,img_9.jpg,etad vahbiav,0.42,Mismatch,Yes,0.358,Low,male,pan,Unknown,True,vaibhav date male Unknown pan OMYLD0898H 768 acharya rohtak828918,-1,0.0,Low
600,Yashvi Kohli,Female,Aadhaar,3593 1746 6594,"26/97, Kapur Path, Belgaum 597971",01-12-1998,yashvi kohli,2697 kapur path belgaum 597971,3.59317E+11,True,yashvi kohli 26 97 kapur path belgaum 597971,600,601,12,31,1,1,1,2265,410,0,0.02,0,Low,img_0.jpg,ilhok ivhsay,0.08,Mismatch,Yes,0.396,Low,female,aadhaar,Unknown,False,yashvi kohli female Unknown aadhaar 3593 1746 6594 2697 kapur path belgaum 597971,-1,0.4,Medium
601,Kiaan Borra,Other,Aadhaar,3170 1479 5061,"H.No. 45, Choudhary Path, Dharmavaram-453584",28-04-1984,kiaan borra,hno 45 choudhary path dharmavaram453584,3.17015E+11,True,kiaan borra h no 45 choudhary path dharmavaram 453584,601,602,11,41,1,1,1,1126,1960,0,0.03,0,Low,img_1.jpg,kiaan borra,1.0,Match,Yes,0.218,Low,other,aadhaar,Unknown,False,kiaan borra other Unknown aadhaar 3170 1479 5061 hno 45 choudhary path dharmavaram453584,-1,0.4,Medium
602,Samar Bassi,Other,PAN,ZSSPB6303Y,"279, D’Alia Circle, Tumkur-320141",22-05-1985,samar bassi,279 dalia circle tumkur320141,ZSSPB6303Y,True,samar bassi 279 d alia circle tumkur 320141,602,603,11,31,1,1,1,1863,435,0,0.01,0,Low,img_2.jpg,issab ramas,0.45,Mismatch,Yes,0.316,Low,other,pan,Unknown,True,samar bassi other Unknown pan ZSSPB6303Y 279 dalia circle tumkur320141,-1,0.0,Low
603,Hridaan Suri,Female,PAN,RCITS0948J,"H.No. 718, Sengupta Ganj, Ajmer-510360",12-03-1987,hridaan suri,hno 718 sengupta ganj ajmer510360,RCITS0948J,True,hridaan suri h no 718 sengupta ganj ajmer 510360,603,604,12,35,1,1,1,814,2153,0,0.01,0,Low,img_3.jpg,irus naadirh,0.33,Mismatch,Yes,0.34,Low,female,pan,Unknown,True,hridaan suri female Unknown pan RCITS0948J hno 718 sengupta ganj ajmer510360,-1,0.0,Low
604,Sana Chanda,Other,PAN,ROWHC6776I,"H.No. 143, Shere Ganj, Cuttack-879627",26-05-1982,sana chanda,hno 143 shere ganj cuttack879627,ROWHC6776I,True,sana chanda h no 143 shere ganj cuttack 879627,604,605,11,34,1,1,1,1896,1716,0,0.04,0,Low,img_4.jpg,adnahc anas,0.27,Mismatch,Yes,0.37,Low,other,pan,Unknown,True,sana chanda other Unknown pan ROWHC6776I hno 143 shere ganj cuttack879627,-1,0.0,Low
605,Ranbir Dugal,Male,,Missing,"03/16, Walla Path, Agartala 181321",09-09-2005,ranbir dugal,0316 walla path agartala 181321,NONE,False,ranbir dugal 03 16 walla path agartala 181321,605,606,12,32,1,1,1,1655,49,0,0.03,0,Low,img_5.jpg,ranbir dugal,1.0,Match,Yes,0.218,Low,male,nan,Unknown,False,ranbir dugal male Unknown nan Missing 0316 walla path agartala 181321,-1,0.4,Medium
606,Tanya Sunder,Female,Aadhaar,8825 5337 3291,"H.No. 08, Bava Circle, Mathura 470078",18-05-1978,tanya sunder,hno 08 bava circle mathura 470078,8.82553E+11,True,tanya sunder h no 08 bava circle mathura 470078,606,607,12,34,1,1,1,2063,1659,0,0.0,0,Low,img_6.jpg,tanya sunder,1.0,Match,Yes,0.2,Low,female,aadhaar,Unknown,False,tanya sunder female Unknown aadhaar 8825 5337 3291 hno 08 bava circle mathura 470078,-1,0.4,Medium
607,Damini Rao,,Aadhaar,5033 7809 2680,"16/639, Trivedi Marg, Jaunpur 756504",02-12-1983,damini rao,16639 trivedi marg jaunpur 756504,5.03378E+11,True,damini rao 16 639 trivedi marg jaunpur 756504,607,608,10,34,1,1,1,471,224,0,0.01,0,Low,img_7.jpg,damini rao,1.0,Match,Yes,0.206,Low,nan,aadhaar,Unknown,False,damini rao nan Unknown aadhaar 5033 7809 2680 16639 trivedi marg jaunpur 756504,-1,0.4,Medium
608,Shray Chaudhary,Male,Passport,P5290606,"88/00, Sood, Giridih 364014",03-07-1990,shray chaudhary,8800 sood giridih 364014,P5290606,True,shray chaudhary 88 00 sood giridih 364014,608,609,15,25,1,1,1,2003,1399,0,0.0,0,Low,img_8.jpg,shray chaudhary,1.0,Match,Yes,0.2,Low,male,passport,Unknown,True,shray chaudhary male Unknown passport P5290606 8800 sood giridih 364014,-1,0.0,Low
609,Rania Dey,Male,Aadhaar,6848 4150 7975,"H.No. 92, Handa Chowk, Hosur 525089",24-03-1990,rania dey,hno 92 handa chowk hosur 525089,6.84842E+11,True,rania dey h no 92 handa chowk hosur 525089,609,610,9,32,1,1,1,1665,2314,0,0.03,0,Low,img_9.jpg,rania dey,1.0,Match,Yes,0.218,Low,male,aadhaar,Unknown,False,rania dey male Unknown aadhaar 6848 4150 7975 hno 92 handa chowk hosur 525089,-1,0.4,Medium
610,Miraya Balasubramanian,Female,PAN,CAXLB6113J,"H.No. 071, Som Nagar, Gopalpur 881835",25-09-1992,miraya balasubramanian,hno 071 som nagar gopalpur 881835,CAXLB6113J,True,miraya balasubramanian h no 071 som nagar gopalpur 881835,610,611,22,34,1,1,1,1332,1653,0,0.21,0,Low,img_0.jpg,nainamarbusalab ayarim,0.32,Mismatch,Yes,0.462,Medium,female,pan,Unknown,True,miraya balasubramanian female Unknown pan CAXLB6113J hno 071 som nagar gopalpur 881835,-1,0.0,Low
611,Myra Cheema,Male,Aadhaar,7354 5283 8448,"14/00, Wagle, Bahraich 014889",21-04-1982,myra cheema,1400 wagle bahraich 014889,7.35453E+11,True,myra cheema 14 00 wagle bahraich 014889,611,612,11,27,1,1,1,1370,193,0,0.19,0,Low,img_1.jpg,myra cheema,1.0,Match,Yes,0.314,Low,male,aadhaar,Unknown,False,myra cheema male Unknown aadhaar 7354 5283 8448 1400 wagle bahraich 014889,-1,0.4,Medium
612,Taran Gade,Female,Aadhaar,3326 2006 7902,"23/80, Master Chowk, Rourkela 483146",28-11-1982,taran gade,2380 master chowk rourkela 483146,3.3262E+11,True,taran gade 23 80 master chowk rourkela 483146,612,613,10,34,1,1,1,2080,350,0,0.0,0,Low,img_2.jpg,taran gade,1.0,Match,Yes,0.2,Low,female,aadhaar,Unknown,False,taran gade female Unknown aadhaar 3326 2006 7902 2380 master chowk rourkela 483146,-1,0.4,Medium
613,Khushi Manne,Female,PAN,YEVTM6350Z,"H.No. 76, Sanghvi Nagar, Ambattur-536593",24-03-1997,khushi manne,hno 76 sanghvi nagar ambattur536593,YEVTM6350Z,True,khushi manne h no 76 sanghvi nagar ambattur 536593,613,614,12,37,1,1,1,1122,2186,0,0.06,0,Low,img_3.jpg,ennam ihsuhk,0.17,Mismatch,Yes,0.402,Medium,female,pan,Unknown,True,khushi manne female Unknown pan YEVTM6350Z hno 76 sanghvi nagar ambattur536593,-1,0.0,Low
614,Hridaan Desai,Other,Aadhaar,6944 2704 7749,"379, Batra Chowk, Shivpuri-509649",14-05-1979,hridaan desai,379 batra chowk shivpuri509649,6.94427E+11,True,hridaan desai 379 batra chowk shivpuri 509649,614,615,13,31,1,1,1,804,584,0,0.1,0,Low,img_4.jpg,hridaan desai,1.0,Match,Yes,0.26,Low,other,aadhaar,Unknown,False,hridaan desai other Unknown aadhaar 6944 2704 7749 379 batra chowk shivpuri509649,-1,0.4,Medium
